perfume_id,url
0,https://www.fragrantica.com/perfume/guerlain/neroli-outrenoir-2024-89177.html
1,https://www.fragrantica.com/perfume/jo-malone-london/red-roses-cologne-2023-79465.html
2,https://www.fragrantica.com/perfume/lanvin/my-sin-43152.html
3,https://www.fragrantica.com/perfume/jo-malone-london/rose-amber-cologne-2024-89145.html
4,https://www.fragrantica.com/perfume/guerlain/xi-an-65980.html
5,https://www.fragrantica.com/perfume/lanvin/eclat-d-arpege-limited-edition-6638.html
6,https://www.fragrantica.com/perfume/guerlain/perle-imperiale-91687.html
7,https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-storm-illusion-60586.html
8,https://www.fragrantica.com/perfume/acqua-di-parma/zafferano-collector-edition-83303.html
9,https://www.fragrantica.com/perfume/maison-francis-kurkdjian/aqua-universalis-cologne-forte-66996.html
10,https://www.fragrantica.com/perfume/elizabeth-arden/red-door-86.html
11,https://www.fragrantica.com/perfume/byredo/mumbai-noise-69858.html
12,https://www.fragrantica.com/perfume/calvin-klein/eternity-aromatic-essence-89707.html
13,https://www.fragrantica.com/perfume/guerlain/imagine-guerlain-by-beguem-khan-88886.html
14,https://www.fragrantica.com/perfume/elizabeth-arden/spiced-green-tea-2157.html
15,https://www.fragrantica.com/perfume/lanvin/eclat-d-arpege-sheer-63095.html
16,https://www.fragrantica.com/perfume/creed/2000-fleurs-3806.html
17,https://www.fragrantica.com/perfume/diptyque/essences-insensees-tiare-55687.html
18,https://www.fragrantica.com/perfume/diptyque/florabellio-eau-de-toilette-30194.html
19,https://www.fragrantica.com/perfume/elizabeth-arden/green-tea-yuzu-24471.html
20,https://www.fragrantica.com/perfume/elizabeth-arden/sunflowers-1701.html
21,https://www.fragrantica.com/perfume/lanvin/lanvin-me-limited-edition-2015-39409.html
22,https://www.fragrantica.com/perfume/calvin-klein/ck-everyone-eau-de-parfum-71607.html
23,https://www.fragrantica.com/perfume/lanvin/eclat-d-arpege-summer-2007-989.html
24,https://www.fragrantica.com/perfume/calvin-klein/downtown-18392.html
25,https://www.fragrantica.com/perfume/lanvin/water-lily-69740.html
26,https://www.fragrantica.com/perfume/byredo/lil-fleur-60487.html
27,https://www.fragrantica.com/perfume/elizabeth-arden/iced-green-tea-3092.html
28,https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-in-love-with-you-freeze-58809.html
29,https://www.fragrantica.com/perfume/calvin-klein/calvin-klein-women-50662.html
30,https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-2-11430.html
31,https://www.fragrantica.com/perfume/lanvin/lanvin-me-17701.html
32,https://www.fragrantica.com/perfume/creed/spring-flower-2023-80687.html
33,https://www.fragrantica.com/perfume/elizabeth-arden/green-tea-bamboo-28222.html
34,https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-5454.html
35,https://www.fragrantica.com/perfume/byredo/sunday-cologne-eau-de-cologne-25295.html
36,https://www.fragrantica.com/perfume/elizabeth-arden/blue-grass-91.html
37,https://www.fragrantica.com/perfume/ex-nihilo/rose-hubris-27566.html
38,https://www.fragrantica.com/perfume/giorgio-armani/rose-milano-soie-de-nacre-79083.html
39,https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-floral-eau-de-parfum-in-love-collector-59337.html
40,https://www.fragrantica.com/perfume/ex-nihilo/my-sweetest-morphine-81771.html
41,https://www.fragrantica.com/perfume/guerlain/secret-intention-3347.html
42,https://www.fragrantica.com/perfume/memo-paris/vaadhoo-58395.html
43,https://www.fragrantica.com/perfume/lanvin/modern-princess-blooming-58715.html
44,https://www.fragrantica.com/perfume/byredo/flowerhead-23881.html
45,https://www.fragrantica.com/perfume/calvin-klein/calvin-klein-women-eau-de-toilette-53599.html
46,https://www.fragrantica.com/perfume/maison-francis-kurkdjian/aqua-vitae-cologne-forte-66995.html
47,https://www.fragrantica.com/perfume/versace/jeans-woman-12552.html
48,https://www.fragrantica.com/perfume/chanel/gabrielle-l-eau-95110.html
49,https://www.fragrantica.com/perfume/creed/wind-flowers-70182.html
50,https://www.fragrantica.com/perfume/acqua-di-parma/lily-of-the-valley-68638.html
51,https://www.fragrantica.com/perfume/guerlain/aqua-allegoria-forte-rosa-palissandro-83015.html
52,https://www.fragrantica.com/perfume/guerlain/jasmin-bonheur-78577.html
53,https://www.fragrantica.com/perfume/versace/jeans-couture-glam-639.html
54,https://www.fragrantica.com/perfume/versace/red-jeans-638.html
55,https://www.fragrantica.com/perfume/yves-saint-laurent/paris-rebel-collector-2014-27870.html
56,https://www.fragrantica.com/perfume/diptyque/eau-de-minthe-54387.html
57,https://www.fragrantica.com/perfume/jo-malone-london/nashi-blossom-37551.html
58,https://www.fragrantica.com/perfume/jo-malone-london/rose-magnolia-cologne-2024-89144.html
59,https://www.fragrantica.com/perfume/versace/bright-crystal-parfum-92277.html
60,https://www.fragrantica.com/perfume/lanvin/eclat-d-arpege-mon-eclat-74805.html
61,https://www.fragrantica.com/perfume/byredo/gypsy-water-eau-de-cologne-25293.html
62,https://www.fragrantica.com/perfume/elizabeth-arden/provocative-woman-84.html
63,https://www.fragrantica.com/perfume/elizabeth-arden/true-love-4913.html
64,https://www.fragrantica.com/perfume/guerlain/aqua-allegoria-florabloom-89854.html
65,https://www.fragrantica.com/perfume/guerlain/aqua-allegoria-tutti-kiwi-56.html
66,https://www.fragrantica.com/perfume/guerlain/aqua-allegoria-forte-oud-yuzu-83055.html
67,https://www.fragrantica.com/perfume/jo-malone-london/lavender-coriander-cologne-59428.html
68,https://www.fragrantica.com/perfume/calvin-klein/euphoria-blush-60172.html
69,https://www.fragrantica.com/perfume/elizabeth-arden/mediterranean-1607.html
70,https://www.fragrantica.com/perfume/jo-malone-london/red-roses-cologne-71507.html
71,https://www.fragrantica.com/perfume/elizabeth-arden/5th-avenue-after-five-82.html
72,https://www.fragrantica.com/perfume/elizabeth-arden/green-tea-cherry-blossom-14697.html
73,https://www.fragrantica.com/perfume/ex-nihilo/citizen-x-44552.html
74,https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-eau-de-parfum-limited-edition-2014-28020.html
75,https://www.fragrantica.com/perfume/jimmy-choo/jimmy-choo-love-29367.html
76,https://www.fragrantica.com/perfume/jo-malone-london/plum-blossom-2017-44524.html
77,https://www.fragrantica.com/perfume/jo-malone-london/green-almond-redcurrant-cologne-2023-87709.html
78,https://www.fragrantica.com/perfume/jo-malone-london/wisteria-lavender-cologne-59426.html
79,https://www.fragrantica.com/perfume/maison-francis-kurkdjian/baccarat-rouge-540-scented-hair-mist-77573.html
80,https://www.fragrantica.com/perfume/lanvin/sunny-magnolia-69742.html
81,https://www.fragrantica.com/perfume/guerlain/epices-volees-69276.html
82,https://www.fragrantica.com/perfume/calvin-klein/ck-one-summer-2017-43373.html
83,https://www.fragrantica.com/perfume/calvin-klein/eternity-summer-2015-29628.html
84,https://www.fragrantica.com/perfume/versace/versus-8009.html
85,https://www.fragrantica.com/perfume/lanvin/marry-me-a-la-folie-17374.html
86,https://www.fragrantica.com/perfume/santa-maria-novella/rosa-gardenia-70267.html
87,https://www.fragrantica.com/perfume/calvin-klein/my-euphoria-82739.html
88,https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-eau-de-toilette-6084.html
